step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,42.689,42.689,0.539062,0.589
200,43.319,86.008,0.522452,0.585
300,38.302,124.310,0.523633,0.589
400,38.576,162.886,0.519938,0.595
500,38.639,201.525,0.524871,0.595
600,42.622,244.147,0.515272,0.591
700,42.175,286.321,0.516882,0.586
800,36.334,322.655,0.518880,0.590
900,34.598,357.254,0.516519,0.596
1000,33.957,391.211,0.521030,0.596
1100,39.888,431.099,0.512051,0.591
1200,41.372,472.471,0.515673,0.586
1300,37.081,509.552,0.517902,0.590
1400,38.106,547.658,0.516009,0.596
1500,38.264,585.923,0.520476,0.596
1600,40.833,626.756,0.511614,0.591
1700,43.205,669.961,0.515191,0.586
1800,40.498,710.459,0.517452,0.590
1900,40.512,750.970,0.515645,0.596
2000,38.971,789.941,0.519882,0.596
2100,40.349,830.290,0.510887,0.591
2200,41.376,871.666,0.514580,0.586
2300,42.116,913.782,0.516657,0.590
2400,39.792,953.574,0.514911,0.596
2500,40.785,994.359,0.518787,0.596
