step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,65.647,65.647,0.729553,1.577
200,68.059,133.706,0.693709,1.577
300,54.691,188.397,0.693237,1.577
400,61.636,250.033,0.693610,1.581
500,63.153,313.186,0.693319,1.577
600,72.209,385.395,0.693352,1.579
700,71.641,457.037,0.693449,1.579
800,54.439,511.476,0.693055,1.579
900,60.954,572.430,0.693508,1.582
1000,66.993,639.423,0.693220,1.579
1100,67.603,707.026,0.693321,1.579
1200,69.953,776.979,0.693387,1.579
1300,55.376,832.355,0.693051,1.579
1400,62.733,895.088,0.693489,1.582
1500,64.145,959.233,0.693195,1.579
1600,70.604,1029.837,0.693303,1.579
1700,76.668,1106.505,0.693366,1.579
1800,61.096,1167.601,0.693015,1.579
1900,70.391,1237.992,0.693855,1.582
2000,68.695,1306.686,0.693287,1.579
2100,60.671,1367.357,0.693340,1.579
2200,70.119,1437.477,0.693395,1.579
2300,49.372,1486.849,0.693033,1.579
2400,59.299,1546.148,0.693456,1.582
2500,59.595,1605.742,0.693193,1.579
