epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.303,3.303,0.698481,0.257
2,3.216,6.519,0.499055,0.261
3,2.940,9.458,0.506632,0.261
4,3.019,12.477,0.513392,0.261
5,3.055,15.533,0.517743,0.262
6,3.294,18.826,0.506024,0.262
7,3.061,21.888,0.503190,0.262
8,3.058,24.946,0.519147,0.261
9,3.021,27.967,0.509651,0.262
10,3.227,31.194,0.512917,0.262
11,3.077,34.271,0.459610,0.261
12,2.999,37.271,0.467450,0.261
13,3.072,40.343,0.498517,0.262
14,3.227,43.570,0.518011,0.262
15,3.110,46.680,0.488952,0.261
16,2.997,49.677,0.515699,0.262
17,3.003,52.680,0.478605,0.262
18,3.570,56.251,0.964998,0.732
19,3.432,59.682,0.986252,0.723
20,3.449,63.132,0.980545,0.735
21,3.686,66.818,0.885978,0.699
22,3.388,70.206,0.876123,0.741
23,3.353,73.559,0.813979,0.696
24,3.425,76.985,0.855362,0.707
25,3.559,80.544,0.837980,0.719
26,3.360,83.904,0.769874,0.683
27,3.377,87.281,0.806109,0.721
28,3.472,90.753,0.719082,0.702
29,3.628,94.382,0.832933,0.689
30,3.456,97.837,0.793869,0.734
31,3.402,101.239,0.767126,0.722
32,3.561,104.800,0.687256,0.698
33,3.349,108.149,0.753980,0.692
34,3.350,111.500,0.717476,0.739
35,3.428,114.927,0.771456,0.733
36,4.797,119.725,1.151564,1.830
37,4.805,124.530,1.119700,1.706
38,5.366,129.895,1.040679,1.854
39,4.610,134.505,1.035884,1.941
40,5.003,139.509,1.130936,1.830
41,4.865,144.374,1.207824,1.762
42,4.528,148.902,0.957775,1.848
43,5.021,153.923,1.153781,1.873
44,4.860,158.783,0.964949,1.905
45,4.692,163.475,1.006637,1.915
46,4.781,168.256,1.054375,1.868
47,4.806,173.061,1.027232,1.833
48,4.826,177.887,1.111026,1.906
49,4.701,182.589,1.015117,1.815
50,5.120,187.709,1.035974,1.843
