step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,25.59,105.41,0.919118,1.062845,0.5614,0.4943,0.4968,0.5007,0.4854,67.14,9708938035200.0,0.447
200,31.97,111.56,1.233921,1.036265,0.562,0.5232,0.5213,0.5193,0.5289,133.8,19476247046400.0,0.448
300,33.72,95.75,1.278768,1.015404,0.5746,0.5265,0.5145,0.5349,0.5301,200.21,29184309676800.0,0.448
400,26.62,95.59,1.176501,1.008916,0.5743,0.5323,0.5433,0.5177,0.5359,267.54,39123772070400.0,0.444
500,28.34,99.78,0.832061,1.001082,0.5733,0.5482,0.5667,0.5264,0.5514,334.1,48773803622400.0,0.448
600,22.16,104.53,0.983435,0.994617,0.5809,0.552,0.5706,0.5338,0.5517,401.31,58381882444800.0,0.445
700,23.81,110.84,0.8029,0.991535,0.5818,0.5552,0.5762,0.5417,0.5476,468.75,68193263577600.0,0.448
800,28.72,89.88,0.985617,0.988345,0.5794,0.556,0.5786,0.5463,0.5431,535.61,78006183321600.0,0.444
900,25.88,104.56,0.810584,0.985793,0.578,0.5534,0.5795,0.5467,0.5339,602.09,87777783820800.0,0.45
1000,27.94,112.34,0.895109,0.983516,0.5781,0.5562,0.5795,0.5467,0.5424,668.47,97424022758400.0,0.444
1100,20.16,106.81,0.853711,0.980572,0.5773,0.5635,0.58,0.5601,0.5505,734.65,107036614252800.0,0.45
1200,26.69,100.06,0.933155,0.975399,0.5817,0.5792,0.5981,0.5785,0.5609,801.0,116700559488000.0,0.444
1300,25.09,109.22,1.045395,0.970012,0.5873,0.5862,0.5957,0.6035,0.5593,867.95,126521541388800.0,0.445
1400,26.09,89.34,1.077232,0.96529,0.5885,0.5894,0.6003,0.6056,0.5623,934.74,136268809747200.0,0.445
1500,26.59,89.84,0.982205,0.960747,0.5902,0.5912,0.6027,0.6078,0.563,1001.35,145952349465600.0,0.444
1600,24.69,101.5,0.842173,0.957617,0.5901,0.5941,0.606,0.6091,0.5673,1068.14,155636801222400.0,0.45
1700,28.38,99.03,0.904881,0.95463,0.5935,0.5989,0.6107,0.6115,0.5747,1134.48,165199761273600.0,0.448
1800,29.66,97.03,0.725475,0.952663,0.5969,0.6006,0.6105,0.6146,0.5767,1201.34,174955554201600.0,0.448
1900,27.62,88.0,0.927457,0.951705,0.5977,0.603,0.6138,0.6118,0.5832,1267.79,184656949862400.0,0.448
2000,26.38,106.09,0.844331,0.952113,0.5979,0.6027,0.6125,0.6124,0.5834,1334.91,194456199225600.0,0.445
2100,24.75,109.03,0.873719,0.950814,0.5959,0.6034,0.6154,0.6129,0.582,1401.38,204077248243200.0,0.448
2200,28.75,89.34,0.881253,0.949915,0.5993,0.6027,0.6111,0.614,0.583,1467.48,213700613817600.0,0.448
2300,55.0,96.38,0.825873,0.948902,0.5998,0.6032,0.6108,0.6149,0.5837,1570.12,233185334112000.0,0.471
2400,58.0,103.06,1.020517,0.94803,0.6002,0.6033,0.609,0.6149,0.5862,1677.99,253590593356800.0,0.491
2500,58.25,87.47,0.84273,0.946768,0.6001,0.6043,0.6086,0.6164,0.5878,1790.07,274899409804800.0,0.509
