epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.143,3.143,0.698481,0.257
2,3.064,6.206,0.499055,0.261
3,2.852,9.058,0.506632,0.261
4,2.918,11.977,0.513392,0.261
5,3.086,15.063,1.172125,0.433
6,3.293,18.355,0.844177,0.429
7,3.118,21.473,0.709139,0.425
8,3.043,24.516,0.781176,0.438
9,3.361,27.878,0.993042,0.738
10,3.548,31.426,0.877503,0.694
11,3.372,34.798,0.808648,0.737
12,3.238,38.035,0.798549,0.679
13,3.807,41.843,0.965677,1.302
14,3.989,45.832,0.914829,1.301
15,3.727,49.559,0.907016,1.266
16,3.911,53.470,0.947162,1.351
17,5.085,58.555,1.126180,1.863
18,4.222,62.777,0.966047,1.965
19,4.249,67.026,1.083119,1.926
20,4.252,71.278,1.130665,1.728
