step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,35.822,35.822,0.881495,0.398
200,32.305,68.126,0.693910,0.398
300,34.518,102.644,0.693386,0.398
400,36.879,139.523,0.693356,0.398
500,32.318,171.842,0.693324,0.398
600,36.705,208.547,0.693279,0.399
700,35.751,244.298,0.693338,0.399
800,35.443,279.741,0.693274,0.399
900,37.537,317.278,0.693303,0.399
1000,35.533,352.811,0.693296,0.399
1100,36.250,389.061,0.693266,0.399
1200,37.124,426.186,0.693443,0.399
1300,38.211,464.397,0.693275,0.399
1400,39.649,504.046,0.693279,0.399
1500,36.051,540.097,0.693316,0.399
1600,36.920,577.017,0.693183,0.399
1700,37.371,614.388,0.693408,0.399
1800,38.508,652.896,0.693331,0.399
1900,41.139,694.035,0.693310,0.399
2000,36.831,730.866,0.693309,0.399
2100,34.495,765.361,0.693216,0.399
2200,34.566,799.927,0.693244,0.399
2300,35.446,835.373,0.693259,0.399
2400,38.970,874.343,0.693281,0.399
2500,35.945,910.287,0.693287,0.399
