epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.136,3.136,0.712550,0.259
2,3.119,6.255,0.538328,0.262
3,2.911,9.166,0.495513,0.256
4,2.934,12.100,0.505394,0.262
5,2.920,15.021,0.515958,0.262
6,3.108,18.128,0.493961,0.262
7,2.926,21.054,0.536149,0.261
8,3.302,24.356,1.092582,0.723
9,3.387,27.743,0.941980,0.704
10,3.605,31.348,0.869218,0.708
11,3.517,34.866,0.761684,0.731
12,3.397,38.263,0.757602,0.726
13,3.341,41.604,0.796225,0.679
14,3.483,45.087,0.758413,0.705
15,4.755,49.842,1.096843,1.893
16,4.522,54.364,0.977157,1.900
17,4.505,58.868,1.039160,1.832
18,4.682,63.550,1.182258,1.770
19,4.740,68.290,1.168945,1.768
20,4.654,72.944,1.167958,1.737
