step,toy_roc_auc
100,0.8505
200,0.9683
300,0.9153
400,0.9034
500,0.9233
600,0.9484
700,0.9603
800,0.9590
900,0.9616
1000,0.9630
1100,0.9616
1200,0.9616
1300,0.9616
1400,0.9616
1500,0.9630
1600,0.9643
1700,0.9669
1800,0.9669
1900,0.9683
2000,0.9696
2100,0.9696
2200,0.9709
2300,0.9709
2400,0.9683
2500,0.9683
