step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,37.978,37.978,0.501798,1.659
200,36.629,74.607,0.487537,1.650
300,35.631,110.238,0.488502,1.665
400,34.629,144.867,0.485880,1.615
500,46.841,191.708,0.486850,1.665
600,36.647,228.355,0.475058,1.652
700,34.371,262.726,0.486153,1.660
800,36.378,299.104,0.464231,1.632
900,66.470,365.575,0.455544,1.667
1000,78.682,444.256,0.458542,1.660
1100,36.955,481.211,0.444333,1.666
1200,35.058,516.269,0.457340,1.659
1300,34.517,550.786,0.450581,1.659
1400,36.976,587.761,0.441614,1.619
1500,39.300,627.061,0.461479,1.666
1600,35.278,662.339,0.438458,1.666
1700,33.095,695.434,0.440437,1.677
1800,36.007,731.441,0.451130,1.677
1900,35.139,766.580,0.461548,1.666
2000,36.967,803.547,0.443274,1.659
2100,35.331,838.878,0.435167,1.666
2200,33.577,872.455,0.437858,1.677
2300,34.577,907.033,0.449422,1.677
2400,34.313,941.346,0.459799,1.666
2500,37.411,978.757,0.441235,1.659
