step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,38.785,38.785,0.546192,0.596
200,42.305,81.090,0.522564,0.589
300,37.092,118.182,0.525898,0.596
400,39.948,158.130,0.518009,0.595
500,45.643,203.773,0.517718,0.596
600,40.330,244.103,0.516296,0.597
700,45.271,289.374,0.517416,0.591
800,39.966,329.340,0.520819,0.597
900,43.155,372.494,0.514908,0.596
1000,46.441,418.936,0.514696,0.597
1100,36.926,455.862,0.512868,0.597
1200,44.800,500.662,0.515723,0.591
1300,39.037,539.699,0.519181,0.597
1400,42.479,582.179,0.514323,0.596
1500,47.332,629.511,0.513797,0.597
1600,37.992,667.503,0.512306,0.597
1700,46.051,713.554,0.515254,0.591
1800,39.572,753.126,0.518698,0.597
1900,44.279,797.405,0.514018,0.596
2000,47.265,844.670,0.513196,0.597
2100,43.400,888.070,0.511608,0.597
2200,48.016,936.086,0.514601,0.591
2300,43.220,979.306,0.517762,0.597
2400,47.568,1026.874,0.513418,0.596
2500,47.554,1074.428,0.512054,0.597
