step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,48.199,48.199,0.715617,0.642
200,43.996,92.195,0.693755,0.639
300,40.798,132.993,0.693647,0.639
400,39.950,172.942,0.693526,0.639
500,39.302,212.244,0.693333,0.639
600,45.038,257.282,0.693506,0.643
700,39.771,297.053,0.693481,0.641
800,39.188,336.241,0.693497,0.641
900,38.331,374.571,0.693554,0.641
1000,37.469,412.040,0.693331,0.641
1100,47.539,459.579,0.693511,0.643
1200,38.962,498.541,0.693501,0.641
1300,43.438,541.979,0.693541,0.641
1400,39.784,581.763,0.694735,0.641
1500,39.053,620.816,0.693422,0.641
1600,44.881,665.697,0.693457,0.643
1700,36.233,701.930,0.693445,0.641
1800,40.078,742.008,0.693471,0.641
1900,40.730,782.738,0.693504,0.641
2000,41.339,824.077,0.693330,0.641
2100,48.882,872.959,0.693446,0.643
2200,45.364,918.323,0.693428,0.641
2300,43.142,961.465,0.693441,0.641
2400,42.803,1004.268,0.693647,0.641
2500,42.271,1046.539,0.693368,0.641
