step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,16.19,86.62,0.884289,1.061875,0.5488,0.4975,0.4976,0.4895,0.5054,56.48,5594184345600.0,0.257
200,16.41,105.34,1.308958,1.036165,0.5614,0.5163,0.4961,0.5012,0.5515,112.56,11134171872000.0,0.256
300,18.22,96.06,1.209666,1.017479,0.574,0.5179,0.4914,0.5263,0.5359,168.16,16802128512000.0,0.257
400,16.25,95.28,0.890199,1.011093,0.5754,0.5331,0.5198,0.5303,0.5494,224.03,22430792332800.0,0.254
500,14.09,89.69,1.072379,1.002913,0.5769,0.5594,0.5704,0.5495,0.5584,280.11,28020137068800.0,0.258
600,15.09,109.19,0.908832,0.994043,0.577,0.5796,0.5886,0.5785,0.5718,335.93,33620474476800.0,0.256
700,14.69,95.97,0.849101,0.985242,0.5854,0.5806,0.596,0.5794,0.5663,392.65,39113987443200.0,0.258
800,16.53,96.94,1.0744,0.974658,0.5921,0.5831,0.5862,0.5901,0.573,449.89,44787670156800.0,0.258
900,17.06,92.47,0.982942,0.969913,0.5932,0.5895,0.5831,0.6063,0.5791,506.3,50293792339200.0,0.257
1000,15.16,93.56,1.13433,0.965974,0.5952,0.5983,0.5914,0.6203,0.5832,562.19,55921674585600.0,0.257
1100,13.66,103.06,0.734827,0.962669,0.5985,0.5995,0.5965,0.6191,0.5829,617.93,61441043443200.0,0.256
1200,15.75,94.09,1.0445,0.959563,0.5994,0.5982,0.5938,0.6184,0.5825,673.79,67042424736000.0,0.26
1300,32.0,87.91,0.900874,0.957555,0.5992,0.5961,0.5974,0.6107,0.5802,735.38,77851431936000.0,0.281
1400,34.0,96.56,1.10698,0.955649,0.5993,0.598,0.5991,0.6112,0.5836,800.53,89491729651200.0,0.295
1500,37.0,91.09,0.819551,0.955203,0.5984,0.5992,0.6027,0.613,0.582,869.34,101974074854400.0,0.32
1600,39.0,97.44,0.975494,0.954756,0.5975,0.6001,0.6051,0.6115,0.5838,942.29,115348120588800.0,0.337
1700,41.0,110.84,0.874959,0.955191,0.5977,0.6013,0.6093,0.6102,0.5843,1020.05,129554861529600.0,0.35
1800,44.0,103.56,1.06884,0.955394,0.5974,0.6004,0.6076,0.6118,0.5819,1101.74,144610276320000.0,0.376
1900,46.0,95.31,1.133513,0.954077,0.5979,0.6017,0.6042,0.6202,0.5808,1187.69,160577556019200.0,0.394
2000,48.0,109.62,1.070043,0.952771,0.5971,0.6035,0.6053,0.6231,0.5822,1277.0,177396873984000.0,0.41
2100,51.0,109.53,0.919951,0.95206,0.6001,0.6051,0.6045,0.6266,0.5844,1371.25,195096559910400.0,0.44
2200,53.0,108.97,0.976803,0.950849,0.5999,0.6059,0.6049,0.6279,0.585,1470.12,213700613817600.0,0.45
2300,55.0,96.38,0.821453,0.949668,0.599,0.6043,0.6047,0.6244,0.5837,1572.91,233185334112000.0,0.47
2400,58.0,103.06,1.033191,0.9491,0.5993,0.6024,0.6027,0.6233,0.5814,1680.61,253590593356800.0,0.493
2500,58.94,86.06,0.859112,0.948801,0.5992,0.6021,0.6061,0.6221,0.5782,1792.65,274901751590400.0,0.508
