epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.046,4.046,1.274848,0.713
2,5.177,9.223,1.092989,0.728
3,4.713,13.935,1.044563,0.657
4,37.740,51.676,1.075100,0.677
5,3.877,55.553,0.978480,0.665
6,4.213,59.766,1.036491,0.680
7,9.775,69.541,1.193156,0.665
8,3.981,73.522,1.129133,1.401
9,4.262,77.784,1.034698,1.363
10,4.146,81.929,1.138648,1.282
11,3.937,85.867,1.130938,1.352
12,4.048,89.914,1.139719,1.207
13,3.970,93.885,1.051357,1.266
14,3.634,97.519,0.975382,1.340
15,4.125,101.644,0.928526,1.936
16,4.647,106.291,0.995929,2.013
17,5.524,111.815,1.066320,1.880
18,4.935,116.750,1.051659,1.859
19,5.036,121.786,1.072274,2.082
20,4.889,126.674,1.124870,1.991
