step,toy_roc_auc
100,0.3016
200,0.4861
300,0.4762
400,0.5000
500,0.5655
600,0.5000
700,0.6567
800,0.5000
900,0.5139
1000,0.5000
1100,0.7083
1200,0.5000
1300,0.5000
1400,0.5000
1500,0.5000
1600,0.5000
1700,0.4861
1800,0.5000
1900,0.5000
2000,0.5000
2100,0.5000
2200,0.5000
2300,0.5000
2400,0.5000
2500,0.5000
