step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,39.652,39.652,0.912210,0.398
200,34.929,74.581,0.693628,0.398
300,36.408,110.989,0.693733,0.397
400,33.900,144.889,0.693794,0.398
500,34.571,179.460,0.693786,0.398
600,37.646,217.106,0.693557,0.400
700,37.245,254.350,0.693624,0.400
800,40.351,294.701,0.693544,0.399
900,36.074,330.775,0.693573,0.400
1000,36.477,367.251,0.693529,0.400
1100,40.351,407.602,0.693487,0.400
1200,38.322,445.924,0.694059,0.400
1300,40.462,486.386,0.693403,0.399
1400,35.117,521.504,0.693696,0.400
1500,35.199,556.703,0.693456,0.400
1600,39.323,596.026,0.693336,0.400
1700,35.500,631.526,0.693305,0.400
1800,36.813,668.339,0.693383,0.399
1900,34.972,703.311,0.693389,0.400
2000,35.043,738.354,0.693382,0.400
2100,34.627,772.981,0.693304,0.400
2200,34.457,807.438,0.693343,0.400
2300,34.712,842.150,0.693373,0.399
2400,31.649,873.798,0.693373,0.400
2500,31.100,904.899,0.693365,0.400
