epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.753,4.753,1.395046,1.978
2,4.736,9.489,1.060267,1.800
3,4.499,13.988,1.231953,1.870
4,4.367,18.355,1.031858,1.904
5,4.274,22.629,1.135632,1.873
6,4.542,27.172,1.017108,1.840
7,4.613,31.785,0.987984,1.971
8,4.454,36.239,1.008271,1.918
9,4.311,40.550,1.103632,1.835
10,4.579,45.128,1.011834,1.930
11,4.660,49.789,0.981631,1.836
12,5.295,55.084,1.096183,1.901
13,5.987,61.071,0.984310,1.891
14,4.649,65.721,1.048512,1.740
15,4.524,70.245,0.967319,1.901
16,5.033,75.278,1.058820,1.971
17,4.890,80.167,1.068997,1.838
18,4.815,84.982,0.959465,1.882
19,5.301,90.283,0.908173,1.918
20,4.506,94.790,1.016478,1.842
