step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,28.542,28.542,0.580151,0.318
200,25.913,54.455,0.544633,0.328
300,26.771,81.226,0.531526,0.328
400,27.435,108.660,0.534999,0.328
500,29.825,138.486,0.526143,0.328
600,26.042,164.528,0.525897,0.324
700,26.818,191.346,0.527035,0.330
800,26.635,217.981,0.535658,0.330
900,33.924,251.905,0.530891,0.330
1000,32.447,284.353,0.522390,0.330
1100,24.941,309.294,0.519800,0.320
1200,26.729,336.022,0.532724,0.330
1300,27.969,363.991,0.533755,0.330
1400,25.860,389.851,0.530538,0.330
1500,29.783,419.634,0.535639,0.330
1600,29.788,449.422,0.536929,0.320
1700,26.545,475.967,0.527254,0.330
1800,26.224,502.191,0.529081,0.330
1900,27.945,530.135,0.526190,0.330
2000,28.621,558.756,0.529771,0.330
2100,29.845,588.601,0.536788,0.320
2200,26.897,615.498,0.527689,0.330
2300,26.753,642.251,0.530348,0.330
2400,28.750,671.002,0.530569,0.330
2500,28.677,699.679,0.528315,0.330
