step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,31.988,31.988,0.556442,0.922
200,28.697,60.685,0.505408,0.925
300,28.109,88.794,0.491589,0.921
400,31.031,119.825,0.458139,0.925
500,29.577,149.403,0.457902,0.921
600,28.773,178.176,0.466835,0.922
700,29.562,207.738,0.458611,0.921
800,28.452,236.190,0.441473,0.925
900,29.458,265.648,0.460953,0.922
1000,26.520,292.169,0.462919,0.912
1100,30.329,322.498,0.452230,0.912
1200,29.973,352.470,0.460009,0.925
1300,28.591,381.061,0.452933,0.922
1400,29.739,410.799,0.455012,0.922
1500,30.851,441.651,0.449811,0.927
1600,30.216,471.867,0.457528,0.922
1700,35.260,507.127,0.458388,0.922
1800,35.952,543.079,0.471118,0.922
1900,37.977,581.056,0.454207,0.927
2000,37.337,618.393,0.447484,0.927
2100,36.237,654.630,0.469278,0.922
2200,38.629,693.260,0.459441,0.922
2300,38.258,731.517,0.465709,0.927
2400,37.856,769.374,0.459909,0.927
2500,29.025,798.399,0.451315,0.923
2600,30.630,829.029,0.459146,0.923
2700,30.274,859.303,0.451961,0.927
2800,32.357,891.661,0.456576,0.927
2900,32.400,924.061,0.454291,0.898
3000,32.109,956.170,0.467878,0.923
3100,30.450,986.619,0.460135,0.923
3200,32.552,1019.172,0.448848,0.923
3300,49.339,1068.510,0.459900,0.923
3400,53.986,1122.496,0.449131,0.927
3500,54.618,1177.113,0.460055,0.927
3600,49.313,1226.426,0.455966,0.923
3700,32.759,1259.185,0.445891,0.923
3800,33.638,1292.823,0.451104,0.926
3900,33.493,1326.316,0.429863,0.923
4000,31.580,1357.897,0.430844,0.923
4100,31.411,1389.308,0.460283,0.927
4200,29.601,1418.909,0.445467,0.927
4300,30.409,1449.318,0.452606,0.923
4400,31.604,1480.922,0.455847,0.927
4500,30.849,1511.771,0.447197,0.923
4600,31.043,1542.814,0.468157,0.927
4700,31.123,1573.937,0.444000,0.927
4800,32.256,1606.193,0.459808,0.927
4900,31.438,1637.631,0.443317,0.922
5000,30.071,1667.702,0.444827,0.922
5100,30.897,1698.600,0.441473,0.927
5200,30.463,1729.063,0.448038,0.922
5300,29.905,1758.968,0.454486,0.922
5400,29.649,1788.617,0.459989,0.927
5500,30.844,1819.461,0.450391,0.927
5600,29.489,1848.950,0.465790,0.922
5700,26.082,1875.032,0.455954,0.927
5800,27.760,1902.792,0.452733,0.922
5900,29.926,1932.719,0.450010,0.922
6000,30.928,1963.647,0.453050,0.922
6100,28.647,1992.294,0.440986,0.922
6200,28.963,2021.258,0.443198,0.922
6300,30.553,2051.811,0.438888,0.927
6400,30.092,2081.903,0.445878,0.922
6500,29.565,2111.468,0.452496,0.922
6600,29.408,2140.875,0.458600,0.927
6700,30.632,2171.507,0.448639,0.927
6800,29.273,2200.780,0.463608,0.922
6900,25.895,2226.675,0.454016,0.927
7000,27.518,2254.193,0.450268,0.922
7100,29.736,2283.928,0.448525,0.922
7200,30.410,2314.338,0.451307,0.922
7300,28.594,2342.932,0.440077,0.922
7400,29.456,2372.387,0.441838,0.922
7500,31.047,2403.435,0.437263,0.927
7600,30.408,2433.843,0.445152,0.922
7700,29.843,2463.686,0.451229,0.922
7800,29.922,2493.608,0.457108,0.927
7900,31.141,2524.749,0.447895,0.927
8000,29.644,2554.393,0.462965,0.922
8100,26.295,2580.688,0.452861,0.927
8200,27.847,2608.535,0.448391,0.922
8300,30.209,2638.744,0.447559,0.922
8400,30.941,2669.685,0.450042,0.922
8500,30.704,2700.389,0.439139,0.922
8600,30.566,2730.955,0.441108,0.922
8700,32.297,2763.252,0.436852,0.927
8800,31.672,2794.924,0.444376,0.922
8900,31.061,2825.985,0.450420,0.922
9000,30.842,2856.827,0.456360,0.927
9100,32.477,2889.304,0.447076,0.927
9200,30.718,2920.022,0.461653,0.922
9300,27.377,2947.399,0.451926,0.927
9400,28.785,2976.183,0.447221,0.922
9500,31.033,3007.217,0.446494,0.922
9600,31.658,3038.875,0.449194,0.922
9700,32.002,3070.877,0.438004,0.922
9800,32.751,3103.628,0.440183,0.922
9900,31.570,3135.198,0.435988,0.927
10000,31.402,3166.600,0.443684,0.922
