epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.544,4.544,1.425805,1.898
2,5.070,9.614,1.243825,1.953
3,4.766,14.380,1.135823,1.808
4,4.537,18.917,1.179505,1.870
5,4.842,23.759,0.984520,1.752
6,4.868,28.627,0.935814,1.796
7,4.940,33.567,1.092214,1.921
8,4.385,37.952,1.046504,1.882
9,5.083,43.035,0.996251,1.923
10,4.894,47.929,0.993161,1.765
11,4.525,52.454,1.066980,1.827
12,4.778,57.232,1.101718,1.957
13,4.639,61.871,1.045650,1.985
14,4.335,66.206,1.048628,1.800
15,4.351,70.556,1.085902,1.861
16,4.861,75.417,0.925261,1.872
17,4.600,80.017,0.980583,1.955
18,4.290,84.306,1.014184,1.962
19,4.823,89.129,1.146995,1.908
20,4.647,93.776,1.032346,1.886
21,4.842,98.618,1.078433,1.833
22,5.008,103.626,1.019751,1.956
23,4.473,108.099,0.935507,1.864
24,4.430,112.529,1.039595,1.916
25,4.610,117.139,1.111927,1.760
26,5.036,122.175,1.082136,1.922
27,5.023,127.198,1.015506,1.863
28,4.605,131.802,0.947135,1.956
29,5.202,137.004,1.162996,1.894
30,5.173,142.178,1.039336,1.921
31,4.649,146.827,0.903060,1.920
32,4.701,151.528,0.954933,1.894
33,4.803,156.331,1.029739,1.858
34,4.726,161.057,0.912739,1.904
35,5.105,166.162,0.983115,1.798
36,5.228,171.390,0.976613,1.929
37,4.850,176.241,0.997226,1.844
38,4.774,181.014,1.011504,1.970
39,4.838,185.853,1.003349,1.896
40,4.930,190.782,1.007477,1.822
41,4.550,195.332,0.950794,1.935
42,4.534,199.866,0.903273,1.842
43,5.252,205.118,1.058145,1.826
44,4.613,209.731,1.014520,1.808
45,4.851,214.583,0.894743,1.791
46,5.063,219.646,0.902728,1.974
47,4.563,224.209,1.046678,1.906
48,5.070,229.279,0.901194,1.830
49,4.863,234.142,0.855119,1.758
50,5.152,239.294,0.981554,1.941
