epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,20.820,20.820,0.556669,1.289
2,19.228,40.048,0.464234,1.289
3,19.391,59.440,0.466138,1.331
4,18.969,78.408,0.451410,1.205
5,18.454,96.862,0.430600,1.359
6,19.388,116.250,0.428599,1.299
7,19.561,135.811,0.448777,1.339
8,18.199,154.010,0.432279,1.289
9,25.231,179.241,0.670794,4.716
10,33.521,212.762,0.750074,5.024
11,32.884,245.647,0.729576,5.050
12,29.838,275.485,0.703001,4.667
13,32.090,307.575,0.688496,4.891
14,33.913,341.488,0.699504,5.237
15,31.145,372.634,0.686678,5.506
16,33.355,405.989,0.689790,4.999
17,32.343,438.332,0.671667,5.450
18,58.197,496.529,0.880909,14.671
19,75.534,572.063,0.964717,13.944
20,77.703,649.766,0.981007,15.311
21,62.967,712.733,0.936457,14.309
22,73.797,786.530,0.948530,14.637
23,78.279,864.809,0.934271,16.442
24,63.271,928.080,0.944933,14.671
25,73.443,1001.523,0.948638,15.585
