step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,32.153,32.153,0.715030,0.642
200,28.152,60.304,0.693629,0.638
300,28.263,88.567,0.693352,0.637
400,28.696,117.263,0.693413,0.641
500,37.686,154.949,0.693638,0.641
600,28.052,183.001,0.693372,0.643
700,28.365,211.366,0.693384,0.641
800,26.839,238.205,0.693369,0.641
900,42.509,280.714,0.693546,0.638
1000,49.798,330.512,0.693221,0.639
1100,29.085,359.597,0.693534,0.644
1200,25.309,384.906,0.693489,0.643
1300,26.927,411.833,0.693182,0.639
1400,27.178,439.010,0.693487,0.639
1500,28.768,467.778,0.693398,0.639
1600,32.517,500.295,0.693621,0.636
1700,27.757,528.052,0.693508,0.640
1800,30.743,558.795,0.693500,0.643
1900,29.338,588.133,0.693728,0.636
2000,28.631,616.765,0.693473,0.643
2100,32.368,649.133,0.693344,0.636
2200,26.924,676.058,0.716772,0.640
2300,31.430,707.488,0.693499,0.643
2400,30.040,737.528,0.693233,0.636
2500,30.380,767.908,0.693373,0.643
