epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.185,3.185,0.712550,0.259
2,3.171,6.356,0.538328,0.262
3,2.958,9.314,0.495513,0.256
4,2.962,12.275,0.505394,0.262
5,2.953,15.228,0.515958,0.262
6,3.148,18.377,0.493961,0.262
7,2.964,21.340,0.536149,0.261
8,3.422,24.762,1.092582,0.723
9,3.522,28.284,0.941980,0.704
10,3.659,31.943,0.869218,0.708
11,3.504,35.447,0.761684,0.731
12,3.414,38.861,0.757602,0.726
13,3.363,42.224,0.796225,0.679
14,3.548,45.772,0.758413,0.705
15,4.779,50.550,1.096843,1.893
16,4.567,55.117,0.977157,1.900
17,4.619,59.736,1.039160,1.832
18,4.810,64.546,1.182258,1.770
19,4.952,69.498,1.168945,1.768
20,4.685,74.183,1.167958,1.737
