step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,44.094,44.094,0.624444,0.318
200,34.801,78.894,0.555443,0.328
300,34.057,112.951,0.549957,0.328
400,32.059,145.010,0.559684,0.328
500,33.907,178.917,0.548886,0.328
600,36.619,215.536,0.549617,0.320
700,31.640,247.176,0.553422,0.330
800,32.653,279.829,0.548348,0.330
900,32.267,312.096,0.558890,0.330
1000,33.436,345.532,0.548155,0.330
1100,36.950,382.482,0.545747,0.320
1200,34.128,416.610,0.552245,0.330
1300,35.581,452.191,0.549069,0.330
1400,36.143,488.334,0.557227,0.330
1500,39.226,527.560,0.546445,0.330
1600,38.199,565.759,0.542531,0.320
1700,34.046,599.805,0.550249,0.330
1800,34.553,634.358,0.554537,0.330
1900,34.000,668.358,0.566813,0.330
2000,37.514,705.872,0.543304,0.330
2100,38.672,744.544,0.541095,0.320
2200,32.015,776.559,0.547184,0.330
2300,32.659,809.218,0.541890,0.330
2400,33.736,842.953,0.551512,0.330
2500,37.436,880.390,0.538997,0.330
