step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,39.093,39.093,0.836172,0.398
200,38.581,77.674,0.693318,0.397
300,39.843,117.517,0.693463,0.398
400,36.808,154.325,0.693166,0.398
500,36.437,190.762,0.693312,0.397
600,38.427,229.189,0.693865,0.400
700,38.644,267.833,0.693266,0.398
800,41.854,309.687,0.693279,0.400
900,38.543,348.230,0.693157,0.400
1000,38.211,386.441,0.693245,0.398
1100,44.728,431.169,0.693170,0.400
1200,43.148,474.317,0.693138,0.398
1300,44.720,519.037,0.693305,0.400
1400,38.312,557.349,0.693294,0.400
1500,40.564,597.912,0.693237,0.398
1600,36.693,634.605,0.693138,0.400
1700,37.902,672.507,0.693123,0.398
1800,40.730,713.236,0.693275,0.400
1900,38.002,751.239,0.693136,0.400
2000,35.843,787.081,0.693345,0.398
2100,40.668,827.749,0.693133,0.400
2200,41.060,868.809,0.693112,0.398
2300,41.902,910.711,0.693256,0.400
2400,37.900,948.611,0.693137,0.400
2500,38.007,986.618,0.693207,0.398
