step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,26.754,26.754,0.856803,0.397
200,26.376,53.130,0.693819,0.398
300,25.770,78.900,0.693660,0.398
400,26.353,105.253,0.693397,0.397
500,29.051,134.304,0.693320,0.393
600,27.029,161.333,0.693385,0.399
700,25.620,186.953,0.693747,0.399
800,24.636,211.589,0.693799,0.400
900,31.330,242.919,0.693402,0.400
1000,33.581,276.499,0.693326,0.400
1100,30.068,306.567,0.693242,0.400
1200,29.369,335.937,0.693227,0.399
1300,26.214,362.150,0.693461,0.400
1400,27.255,389.405,0.693193,0.395
1500,26.165,415.570,0.693295,0.400
1600,28.363,443.933,0.693246,0.399
1700,28.080,472.013,0.693224,0.399
1800,28.940,500.953,0.693250,0.400
1900,28.316,529.269,0.693210,0.399
2000,27.691,556.959,0.693288,0.399
2100,24.354,581.313,0.693254,0.399
2200,24.863,606.176,0.693227,0.399
2300,26.049,632.225,0.693246,0.400
2400,25.103,657.328,0.693210,0.399
2500,24.859,682.187,0.693291,0.399
