step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,40.740,40.740,0.587098,0.309
200,33.445,74.184,0.555405,0.328
300,36.112,110.296,0.551084,0.328
400,39.580,149.876,0.542219,0.328
500,37.933,187.809,0.545413,0.328
600,37.408,225.217,0.539617,0.310
700,33.963,259.180,0.547868,0.330
800,37.035,296.215,0.548407,0.330
900,41.022,337.237,0.540015,0.330
1000,37.782,375.019,0.557980,0.330
1100,38.430,413.449,0.542869,0.310
1200,35.106,448.556,0.552145,0.330
1300,34.292,482.847,0.552224,0.330
1400,38.212,521.059,0.544368,0.330
1500,36.932,557.991,0.546409,0.330
1600,35.877,593.868,0.544756,0.310
1700,39.183,633.051,0.553842,0.330
1800,38.007,671.058,0.555739,0.330
1900,38.669,709.728,0.549031,0.330
2000,35.092,744.819,0.549617,0.330
2100,36.120,780.939,0.545772,0.310
2200,34.181,815.120,0.554470,0.330
2300,33.377,848.496,0.554648,0.330
2400,37.117,885.613,0.551069,0.330
2500,34.775,920.388,0.552993,0.330
