step,toy_roc_auc
100,0.9484
200,0.9392
300,0.9907
400,0.9868
500,0.9815
600,0.9868
700,0.9868
800,0.9841
900,0.9921
1000,0.9458
1100,0.9974
1200,0.9683
1300,0.9696
1400,0.9537
1500,0.9272
1600,0.9087
1700,0.8029
1800,0.7579
1900,0.5794
2000,0.6640
2100,0.9815
2200,0.9312
2300,0.6878
2400,0.8016
2500,0.9061
