step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,45.500,45.500,0.557030,0.924
200,50.162,95.662,0.502489,0.920
300,53.961,149.624,0.505436,0.920
400,53.196,202.819,0.496447,0.912
500,46.508,249.327,0.500788,0.920
600,43.929,293.256,0.502845,0.923
700,44.079,337.335,0.489251,0.920
800,44.937,382.272,0.488272,0.923
900,51.817,434.089,0.494896,0.923
1000,45.799,479.888,0.486177,0.923
1100,47.241,527.129,0.476040,0.923
1200,49.250,576.379,0.481043,0.923
1300,48.676,625.055,0.483265,0.923
1400,46.511,671.565,0.480245,0.923
1500,50.836,722.401,0.488932,0.923
1600,44.479,766.880,0.479620,0.920
1700,46.993,813.873,0.482159,0.923
1800,51.612,865.486,0.482413,0.920
1900,51.296,916.782,0.475476,0.912
2000,45.024,961.806,0.476099,0.920
2100,53.080,1014.885,0.479568,0.923
2200,44.812,1059.697,0.481895,0.923
2300,43.977,1103.674,0.472452,0.920
2400,47.188,1150.862,0.480947,0.898
2500,43.007,1193.870,0.467504,0.920
