step,toy_roc_auc
100,0.6673
200,0.6386
300,0.7300
400,0.7975
500,0.8760
600,0.9270
700,0.9375
800,0.9578
900,0.9678
1000,0.9937
1100,0.9965
1200,0.9965
1300,0.9960
1400,0.9978
1500,0.9978
1600,0.9978
1700,0.9974
1800,0.9969
1900,0.9978
2000,0.9969
2100,0.9969
2200,0.9965
2300,0.9965
2400,0.9965
2500,0.9969
