step,toy_roc_auc
100,0.9616
200,0.9563
300,0.9471
400,0.9497
500,0.9392
600,0.9630
700,0.9630
800,0.9616
900,0.9643
1000,0.9656
1100,0.9683
1200,0.9696
1300,0.9696
1400,0.9709
1500,0.9762
1600,0.9868
1700,0.9881
1800,0.9907
1900,0.9921
2000,0.9921
2100,0.9934
2200,0.9921
2300,0.9921
2400,0.9907
2500,0.9907
