epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.773,3.773,1.440579,0.261
2,3.991,7.764,1.224586,0.261
3,3.241,11.006,1.005527,0.262
4,3.632,14.638,1.121793,0.257
5,3.651,18.289,1.137865,0.262
6,4.068,22.357,1.238833,0.262
7,3.893,26.250,1.120145,0.262
8,3.812,30.062,1.098473,0.684
9,4.092,34.154,1.045058,0.674
10,4.141,38.295,1.146019,0.702
11,3.950,42.245,1.073202,0.715
12,3.871,46.116,1.003603,0.716
13,3.966,50.081,1.028581,0.724
14,3.780,53.861,0.990148,0.722
15,4.467,58.328,1.030885,1.821
16,4.472,62.800,0.981580,1.854
17,4.438,67.238,0.989429,1.852
18,4.418,71.655,1.001567,1.852
19,5.065,76.721,1.005594,1.780
20,4.324,81.044,1.030963,1.829
