step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,13.78,85.06,0.945143,1.062799,0.5502,0.491,0.4713,0.4914,0.5104,56.84,5589884563200.0,0.256
200,15.12,93.03,1.08546,1.03311,0.5638,0.5211,0.5088,0.5135,0.5411,112.75,11225369664000.0,0.258
300,15.75,101.94,0.917672,1.0227,0.5674,0.5256,0.5119,0.5229,0.542,169.08,16841076768000.0,0.256
400,16.06,98.94,1.049907,1.010476,0.5755,0.5327,0.5231,0.5309,0.544,225.14,22386222547200.0,0.256
500,17.34,98.69,0.926052,1.005446,0.5754,0.5365,0.5368,0.5297,0.5431,281.24,27938648217600.0,0.256
600,15.78,91.59,0.952012,1.001319,0.5775,0.5333,0.5276,0.5398,0.5324,337.28,33456625516800.0,0.256
700,18.19,103.03,1.085559,0.99546,0.579,0.5339,0.5287,0.5325,0.5405,393.21,39092394873600.0,0.258
800,15.0,107.62,1.067684,0.991069,0.5783,0.5513,0.5425,0.5491,0.5624,450.09,44724285216000.0,0.252
900,14.66,77.09,0.949019,0.983734,0.5801,0.5803,0.5738,0.6059,0.5613,507.31,50295464870400.0,0.256
1000,17.19,109.97,0.897257,0.977083,0.5878,0.5762,0.5707,0.6001,0.5576,564.46,55851140217600.0,0.256
1100,14.69,92.22,0.89005,0.972897,0.5905,0.5791,0.5746,0.5972,0.5653,621.45,61465087353600.0,0.256
1200,14.97,101.97,0.945317,0.970269,0.5918,0.5791,0.5747,0.5928,0.5697,677.87,67042424736000.0,0.262
1300,32.0,87.91,0.89244,0.965956,0.5935,0.5846,0.5799,0.5951,0.5787,739.5,77851431936000.0,0.279
1400,34.0,96.56,1.117305,0.962184,0.5987,0.5872,0.5865,0.5955,0.5797,804.55,89491729651200.0,0.295
1500,37.0,91.09,0.822976,0.959433,0.5971,0.5914,0.591,0.6052,0.5781,873.26,101974074854400.0,0.319
1600,39.0,97.44,0.977335,0.957726,0.5986,0.5942,0.5884,0.6147,0.5795,946.32,115348120588800.0,0.338
1700,41.0,110.84,0.879101,0.95861,0.5998,0.596,0.5891,0.618,0.5808,1024.28,129554861529600.0,0.351
1800,44.0,103.56,1.071318,0.958102,0.5992,0.6002,0.5931,0.6216,0.5858,1106.14,144610276320000.0,0.376
1900,46.0,95.31,1.138157,0.957568,0.5985,0.6012,0.5961,0.6229,0.5847,1192.33,160577556019200.0,0.391
2000,48.0,109.62,1.075229,0.95631,0.5982,0.6001,0.5919,0.624,0.5845,1281.72,177396873984000.0,0.408
2100,51.0,109.53,0.924164,0.955117,0.5988,0.6004,0.5894,0.6262,0.5857,1375.99,195096559910400.0,0.441
2200,53.0,108.97,0.983612,0.953079,0.599,0.5985,0.5873,0.623,0.5852,1474.94,213700613817600.0,0.449
2300,55.0,96.38,0.827248,0.951061,0.5999,0.597,0.5855,0.6231,0.5825,1577.69,233185334112000.0,0.47
2400,58.0,103.06,1.016546,0.949518,0.6014,0.5958,0.5855,0.6218,0.5802,1685.4,253590593356800.0,0.493
2500,58.75,84.19,0.860346,0.948103,0.6003,0.5962,0.5872,0.6201,0.5814,1797.27,274901096332800.0,0.509
