step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,23.97,104.66,0.952264,1.066975,0.5491,0.5031,0.4981,0.5126,0.4987,60.89,8079292684800.0,0.371
200,25.28,100.19,0.987511,1.037396,0.5584,0.5143,0.5096,0.5036,0.5296,121.65,16151497113600.0,0.371
300,24.56,116.31,0.96144,1.014304,0.5731,0.5334,0.5266,0.5264,0.5473,182.32,24219436665600.0,0.37
400,20.66,97.03,1.111558,1.003548,0.5784,0.5506,0.5536,0.5381,0.56,242.97,32259325420800.0,0.371
500,19.75,98.0,0.860933,0.99354,0.5834,0.5738,0.578,0.5682,0.5752,303.84,40313729894400.0,0.368
600,22.47,103.69,0.809225,0.982284,0.5907,0.582,0.5807,0.5998,0.5654,364.45,48319211059200.0,0.364
700,20.69,91.47,0.881179,0.977627,0.5974,0.5828,0.5778,0.6036,0.567,425.37,56414249280000.0,0.371
800,21.84,98.41,1.248774,0.971978,0.5989,0.5901,0.5938,0.5983,0.5781,486.18,64532495923200.0,0.371
900,25.94,95.94,1.030525,0.966358,0.5976,0.5876,0.5886,0.5994,0.5748,546.7,72513739468800.0,0.371
1000,21.06,100.94,0.963187,0.963437,0.5976,0.5905,0.5935,0.6028,0.5752,607.72,80524530432000.0,0.364
1100,21.47,106.69,1.045167,0.96166,0.5968,0.593,0.5971,0.6032,0.5786,668.61,88556823763200.0,0.371
1200,26.75,101.34,0.943626,0.961175,0.5958,0.5977,0.6008,0.6118,0.5804,729.38,96518124979200.0,0.375
1300,21.59,88.5,0.999368,0.958659,0.5968,0.5984,0.6014,0.614,0.5798,790.99,104558027904000.0,0.371
1400,23.19,100.56,0.853417,0.957003,0.5992,0.602,0.6102,0.6118,0.5841,852.2,112677603033600.0,0.375
1500,21.44,109.09,0.9462,0.953985,0.5983,0.6005,0.6132,0.6087,0.5796,912.95,120550420972800.0,0.37
1600,21.09,100.56,0.813919,0.951068,0.597,0.5993,0.6128,0.6092,0.5759,973.74,128525232038400.0,0.362
1700,23.78,104.75,1.071871,0.948567,0.5977,0.6017,0.6158,0.6105,0.5789,1034.15,136513723161600.0,0.364
1800,21.44,93.41,0.880741,0.947669,0.5994,0.6018,0.6158,0.6094,0.5802,1094.5,144610276320000.0,0.371
1900,46.0,95.31,1.126044,0.948019,0.6003,0.6011,0.6167,0.6082,0.5786,1180.44,160577556019200.0,0.392
2000,48.0,109.62,1.069131,0.948001,0.5989,0.6015,0.617,0.6069,0.5805,1270.01,177396873984000.0,0.408
2100,51.0,109.53,0.931062,0.94689,0.6003,0.6007,0.6166,0.6082,0.5774,1364.37,195096559910400.0,0.441
2200,53.0,108.97,0.97892,0.946533,0.6013,0.599,0.611,0.6115,0.5746,1463.36,213700613817600.0,0.451
2300,55.0,96.38,0.831466,0.947882,0.6013,0.5986,0.6081,0.6125,0.5751,1566.07,233185334112000.0,0.473
2400,58.0,103.06,1.018754,0.948717,0.6027,0.5977,0.6056,0.6129,0.5745,1673.73,253590593356800.0,0.49
2500,58.25,83.94,0.815962,0.948623,0.6017,0.5965,0.6032,0.6133,0.5728,1785.55,274899409804800.0,0.509
