step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,69.505,69.505,0.507632,1.665
200,65.983,135.488,0.493436,1.676
300,64.520,200.008,0.496928,1.665
400,70.528,270.536,0.487568,1.665
500,71.804,342.339,0.483930,1.657
600,66.569,408.908,0.485439,1.666
700,51.817,460.725,0.486150,1.677
800,54.096,514.821,0.493789,1.666
900,60.280,575.101,0.485356,1.666
1000,61.842,636.943,0.480987,1.659
1100,71.501,708.444,0.482310,1.666
1200,66.772,775.216,0.481536,1.677
1300,64.952,840.168,0.483931,1.666
1400,70.783,910.951,0.477055,1.666
1500,73.404,984.355,0.469264,1.659
1600,74.961,1059.316,0.466918,1.666
1700,64.192,1123.509,0.466949,1.677
1800,64.613,1188.122,0.471072,1.666
1900,69.998,1258.120,0.469754,1.666
2000,71.219,1329.339,0.462916,1.659
2100,77.636,1406.975,0.460471,1.666
2200,61.630,1468.605,0.462796,1.677
2300,57.322,1525.927,0.468058,1.666
2400,62.401,1588.328,0.467510,1.666
2500,65.418,1653.746,0.460795,1.659
