epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.185,3.185,0.676301,0.262
2,3.083,6.268,0.542109,0.262
3,2.956,9.224,0.501531,0.262
4,2.950,12.174,0.502807,0.258
5,2.901,15.075,0.518679,0.262
6,3.176,18.251,0.481326,0.256
7,2.877,21.128,0.520097,0.261
8,3.348,24.476,1.228710,0.712
9,3.499,27.975,0.992514,0.724
10,3.494,31.469,0.797349,0.727
11,3.274,34.744,0.809102,0.737
12,3.397,38.140,0.812758,0.704
13,3.379,41.520,0.772890,0.736
14,3.812,45.332,0.768447,0.719
15,4.763,50.094,1.128443,1.840
16,4.921,55.016,0.956358,1.918
17,4.757,59.772,1.030242,1.717
18,4.573,64.345,1.215279,1.902
19,4.688,69.033,1.118559,1.870
20,4.578,73.611,1.071778,1.943
