epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.920,3.920,1.440579,0.261
2,4.115,8.035,1.224586,0.261
3,3.366,11.400,1.005527,0.262
4,3.757,15.158,1.121793,0.257
5,3.793,18.951,1.137865,0.262
6,4.180,23.131,1.238833,0.262
7,3.944,27.075,1.120145,0.262
8,3.756,30.831,1.138912,0.262
9,4.105,34.936,0.991593,0.257
10,4.091,39.027,1.001026,0.261
11,3.846,42.873,0.938157,0.262
12,4.078,46.951,0.925714,0.258
13,3.792,50.743,1.073144,0.256
14,3.989,54.732,0.991123,0.262
15,3.723,58.455,1.056967,0.261
16,4.023,62.478,1.093913,0.255
17,3.559,66.036,0.966756,0.262
18,3.738,69.774,1.026783,0.694
19,4.236,74.011,0.877792,0.724
20,3.730,77.741,1.028410,0.710
21,3.707,81.448,0.945150,0.708
22,4.114,85.562,0.917045,0.710
23,3.925,89.486,1.006657,0.731
24,4.007,93.493,1.045741,0.724
25,4.149,97.642,1.077143,0.710
26,4.535,102.177,1.023974,0.688
27,3.702,105.879,0.974050,0.688
28,4.076,109.955,1.116047,0.726
29,3.964,113.920,1.015046,0.714
30,3.843,117.763,0.960044,0.712
31,3.866,121.629,0.937842,0.712
32,3.899,125.528,1.031166,0.667
33,3.837,129.365,0.960946,0.715
34,3.668,133.032,1.013616,0.738
35,4.160,137.192,1.009913,0.738
36,4.991,142.183,1.014969,1.956
37,4.499,146.682,1.082370,1.793
38,4.470,151.153,0.967934,1.951
39,4.621,155.774,0.902598,1.968
40,4.299,160.073,0.986372,1.896
41,4.804,164.877,0.905295,1.881
42,4.997,169.874,1.036120,1.968
43,4.700,174.574,0.991707,1.839
44,4.695,179.269,1.068866,1.877
45,4.271,183.540,0.864347,1.849
46,4.655,188.195,1.052315,1.835
47,4.281,192.476,0.931726,1.865
48,4.662,197.139,1.028368,1.838
49,4.486,201.625,0.921252,1.953
50,4.671,206.295,0.958596,1.815
