step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,28.03,85.62,0.934653,1.071498,0.5418,0.4996,0.4817,0.5062,0.5108,65.38,9656417030400.0,0.45
200,28.47,114.75,1.139103,1.034987,0.5592,0.5402,0.549,0.5387,0.5329,130.65,19395511257600.0,0.446
300,25.41,93.09,0.98879,1.021319,0.5699,0.5405,0.5278,0.545,0.5485,196.05,29106193363200.0,0.45
400,25.09,112.56,0.674464,1.013416,0.5697,0.5349,0.5197,0.5279,0.5571,261.68,38920737600000.0,0.446
500,25.88,105.97,1.054755,1.004371,0.5723,0.5423,0.5265,0.543,0.5575,327.16,48648366720000.0,0.45
600,23.12,109.62,1.132624,0.99706,0.5752,0.5733,0.5595,0.5816,0.5788,392.56,58274350905600.0,0.452
700,24.06,107.41,0.943641,0.98933,0.5805,0.5845,0.5767,0.5993,0.5776,457.57,67897538496000.0,0.449
800,27.12,88.78,0.810939,0.981897,0.5829,0.5835,0.5794,0.5988,0.5721,522.84,77644971878400.0,0.45
900,29.66,108.28,0.951864,0.976076,0.5907,0.5886,0.5866,0.6053,0.5738,588.89,87438918182400.0,0.45
1000,26.78,97.84,1.130112,0.971702,0.5943,0.5902,0.5928,0.6045,0.5733,654.74,97221654086400.0,0.446
1100,22.56,92.44,0.916627,0.966244,0.5963,0.5917,0.5936,0.607,0.5747,720.39,106955714131200.0,0.449
1200,26.59,101.97,0.946749,0.962055,0.5966,0.5942,0.5981,0.611,0.5734,787.0,116652738643200.0,0.443
1300,29.09,95.75,0.886551,0.96019,0.5952,0.5899,0.5958,0.6029,0.571,852.2,126288006508800.0,0.45
1400,29.72,107.81,1.060557,0.957782,0.598,0.5896,0.5982,0.6091,0.5616,917.63,135912752409600.0,0.452
1500,34.66,94.91,0.933264,0.956893,0.5969,0.5916,0.6054,0.6092,0.5604,983.57,145697206982400.0,0.446
1600,28.0,85.72,0.958044,0.956878,0.5971,0.5923,0.604,0.6073,0.5654,1049.18,155398289702400.0,0.443
1700,29.75,95.41,1.014079,0.956122,0.5986,0.5934,0.6032,0.606,0.5709,1114.08,164946181420800.0,0.452
1800,26.81,87.84,0.781085,0.956256,0.5987,0.5926,0.6002,0.606,0.5715,1179.42,174708473702400.0,0.435
1900,20.91,89.97,1.05349,0.955929,0.5985,0.5956,0.6002,0.6107,0.5758,1244.9,184359293913600.0,0.449
2000,28.78,102.81,0.929906,0.95572,0.6007,0.5961,0.5993,0.6133,0.5757,1310.61,194153899795200.0,0.45
2100,24.62,107.78,0.847081,0.95483,0.5992,0.5975,0.6006,0.6132,0.5788,1376.77,204002889292800.0,0.449
2200,28.72,95.94,1.083429,0.953492,0.6006,0.5991,0.6041,0.6141,0.5791,1442.83,213700613817600.0,0.45
2300,55.0,96.38,0.827061,0.952723,0.602,0.5978,0.6016,0.6127,0.579,1545.37,233185334112000.0,0.471
2400,58.0,103.06,1.019852,0.952189,0.6029,0.5972,0.6041,0.6109,0.5766,1653.24,253590593356800.0,0.493
2500,59.12,87.78,0.894884,0.951807,0.6024,0.5995,0.6034,0.6153,0.5798,1765.42,274902419289600.0,0.51
