step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,39.020,39.020,0.508920,1.663
200,37.996,77.017,0.477955,1.663
300,34.018,111.035,0.492387,1.658
400,33.246,144.281,0.485199,1.663
500,48.060,192.341,0.477233,1.663
600,35.791,228.132,0.473310,1.651
700,34.391,262.522,0.469301,1.665
800,34.067,296.589,0.471148,1.672
900,63.971,360.560,0.461802,1.617
1000,64.036,424.596,0.453447,1.659
1100,37.439,462.035,0.444062,1.659
1200,36.192,498.227,0.444765,1.659
1300,35.019,533.246,0.452986,1.665
1400,36.402,569.647,0.457250,1.651
1500,33.402,603.049,0.434656,1.665
1600,37.380,640.429,0.452335,1.648
1700,33.049,673.478,0.449858,1.666
1800,34.619,708.097,0.445148,1.659
1900,32.618,740.715,0.446258,1.665
2000,32.378,773.093,0.434574,1.665
2100,38.466,811.559,0.450299,1.648
2200,35.606,847.165,0.447720,1.666
2300,35.863,883.027,0.443159,1.659
2400,33.500,916.527,0.444610,1.665
2500,32.645,949.173,0.432842,1.665
