epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.274,3.274,0.712550,0.259
2,3.281,6.555,0.538328,0.262
3,3.088,9.643,0.495513,0.256
4,3.074,12.717,0.505394,0.262
5,3.067,15.784,0.515958,0.262
6,3.291,19.076,0.493961,0.262
7,3.104,22.180,0.536149,0.261
8,3.060,25.239,0.507302,0.262
9,3.060,28.299,0.525884,0.262
10,3.247,31.546,0.508980,0.261
11,3.288,34.833,1.184530,0.446
12,3.158,37.992,0.776456,0.436
13,3.080,41.072,0.727004,0.436
14,3.516,44.588,0.717897,0.415
15,3.252,47.840,0.729137,0.436
16,3.206,51.046,0.686728,0.411
17,3.497,54.543,0.756895,0.435
18,3.200,57.743,0.702427,0.427
19,3.214,60.957,0.698644,0.431
20,3.205,64.162,0.693108,0.440
21,3.710,67.872,1.020314,0.733
22,3.473,71.345,0.935345,0.738
23,3.417,74.762,0.808691,0.713
24,3.421,78.184,0.796575,0.726
25,3.741,81.925,0.908955,0.698
26,3.422,85.347,0.755511,0.735
27,3.389,88.736,0.902293,0.732
28,3.498,92.234,0.931755,0.699
29,3.712,95.946,0.851976,0.713
30,3.321,99.267,0.819594,0.683
31,4.011,103.278,0.977945,1.338
32,4.061,107.339,1.010758,1.274
33,4.098,111.437,1.038524,1.313
34,3.932,115.369,0.975891,1.274
35,3.931,119.299,0.990857,1.309
36,4.271,123.570,0.905872,1.278
37,3.753,127.323,0.949389,1.294
38,3.871,131.194,0.938899,1.294
39,4.049,135.244,0.848791,1.309
40,3.997,139.241,0.911979,1.275
41,4.756,143.997,1.098250,1.953
42,4.782,148.779,1.058061,1.867
43,5.081,153.860,0.964688,1.895
44,4.292,158.152,1.011348,1.922
45,5.226,163.378,0.995395,1.904
46,4.425,167.803,1.052638,1.891
47,4.161,171.964,0.866034,1.724
48,4.188,176.152,0.978024,1.897
49,4.700,180.853,0.965163,1.891
50,4.864,185.716,1.015547,1.932
