step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,27.696,27.696,0.858438,0.399
200,27.516,55.212,0.693891,0.398
300,26.730,81.942,0.693301,0.398
400,29.190,111.132,0.693142,0.393
500,31.021,142.152,0.693373,0.397
600,28.017,170.169,0.693246,0.400
700,25.474,195.643,0.693455,0.399
800,24.669,220.312,0.693121,0.394
900,38.980,259.292,0.693320,0.398
1000,37.275,296.568,0.693030,0.399
1100,25.663,322.231,0.693379,0.400
1200,24.633,346.864,0.693292,0.399
1300,28.191,375.055,0.693110,0.399
1400,28.062,403.118,0.693300,0.399
1500,25.397,428.515,0.695842,0.399
1600,27.254,455.769,0.693407,0.400
1700,25.402,481.171,0.693229,0.399
1800,28.408,509.580,0.693318,0.399
1900,27.247,536.826,0.693257,0.399
2000,28.372,565.199,0.693240,0.398
2100,27.538,592.737,0.693240,0.400
2200,25.089,617.825,0.693240,0.399
2300,28.908,646.733,0.693289,0.399
2400,27.808,674.541,0.693246,0.399
2500,30.420,704.961,0.693233,0.398
