epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.525,5.525,1.442616,1.927
2,4.800,10.325,1.005688,1.730
3,4.553,14.878,1.115098,1.798
4,4.455,19.332,1.088910,1.950
5,4.645,23.978,1.080247,1.884
6,4.845,28.822,1.025577,1.911
7,4.755,33.578,1.100557,1.948
8,4.723,38.300,1.091652,1.867
9,4.594,42.894,1.030893,1.825
10,4.806,47.700,1.109463,1.851
11,4.495,52.195,0.969237,1.729
12,5.104,57.300,1.094637,1.923
13,4.953,62.252,1.038088,1.759
14,4.526,66.778,1.001306,1.798
15,4.860,71.639,1.054409,1.913
16,4.844,76.483,1.105299,1.821
17,4.682,81.165,1.033066,1.951
18,4.828,85.993,1.175116,1.703
19,4.813,90.806,0.917669,1.786
20,4.542,95.349,1.021323,1.839
21,4.865,100.213,1.094267,1.845
22,5.227,105.441,1.070804,1.909
23,4.490,109.931,1.148534,1.823
24,4.231,114.162,0.968831,1.880
25,4.709,118.872,1.033762,1.930
26,5.246,124.118,0.987779,1.857
27,4.658,128.776,1.025428,1.943
28,4.613,133.388,0.972985,1.933
29,5.126,138.514,1.062767,1.809
30,4.869,143.383,0.908479,1.849
31,4.486,147.869,0.978034,1.977
32,4.341,152.210,0.988377,1.913
33,4.947,157.157,0.930600,1.854
34,4.864,162.021,0.999024,1.901
35,4.791,166.812,1.013506,1.845
36,4.585,171.398,0.991630,1.860
37,5.295,176.693,0.947997,1.887
38,4.478,181.171,1.013002,1.874
39,5.315,186.487,1.069975,1.927
40,4.540,191.027,0.929526,1.863
41,5.000,196.027,1.038317,1.897
42,4.618,200.645,0.975132,1.881
43,5.025,205.671,0.945767,1.947
44,4.921,210.592,1.023616,1.740
45,4.503,215.095,1.027852,1.746
46,4.922,220.017,0.999852,1.929
47,4.597,224.614,0.978425,1.927
48,4.949,229.563,0.972193,1.961
49,4.991,234.554,1.029930,1.977
50,4.991,239.545,0.977069,1.810
