step,toy_roc_auc
100,0.6643
200,0.7399
300,0.8048
400,0.8213
500,0.8155
600,0.7723
700,0.7966
800,0.7841
900,0.8164
1000,0.8356
1100,0.9986
1200,0.9991
1300,0.9969
1400,0.9870
1500,0.9853
1600,0.9900
1700,0.9881
1800,0.9828
1900,0.9705
2000,0.9679
2100,0.9670
2200,0.9657
2300,0.9643
2400,0.9582
2500,0.9569
