epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.431,4.431,1.425805,1.898
2,5.071,9.502,1.243825,1.953
3,4.609,14.112,1.135823,1.808
4,4.408,18.519,1.179505,1.870
5,4.698,23.218,0.984520,1.752
6,4.728,27.945,0.935814,1.796
7,4.775,32.720,1.092214,1.921
8,4.399,37.119,1.249223,1.971
9,5.090,42.209,1.115148,1.915
10,4.481,46.690,1.182206,1.893
11,4.802,51.492,1.137653,1.723
12,4.836,56.328,0.955334,1.760
13,4.766,61.094,0.975800,1.921
14,4.396,65.490,1.054728,1.836
15,4.881,70.371,1.055302,1.920
16,4.536,74.907,1.022721,1.938
17,4.734,79.641,1.059719,1.890
18,5.505,85.146,1.014771,1.957
19,4.826,89.972,1.079984,1.954
20,4.118,94.091,0.924018,1.861
