step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,4.0,95.84,1.033066,1.095751,0.5371,0.524,0.5125,0.5128,0.5467,54.23,1340560281600.0,0.063
200,7.0,91.62,0.892035,1.065109,0.5483,0.5382,0.5373,0.5358,0.5414,107.68,3428892345600.0,0.102
300,9.0,86.41,1.123216,1.032544,0.5631,0.5438,0.5644,0.5283,0.5387,160.64,6289114406400.0,0.102
400,11.0,101.84,0.892037,1.029832,0.5687,0.5486,0.5778,0.5379,0.5302,213.92,9891698400000.0,0.116
500,13.0,101.72,0.899273,1.021546,0.5761,0.559,0.5934,0.5484,0.535,266.92,14256157939200.0,0.133
600,16.0,112.12,0.858655,1.014374,0.5768,0.568,0.6099,0.5452,0.5489,320.3,19410829286400.0,0.156
700,18.0,90.16,0.988178,1.004281,0.5803,0.5769,0.6156,0.5648,0.5502,373.74,25348161600000.0,0.172
800,20.0,92.94,0.978759,0.998731,0.583,0.5835,0.6147,0.5828,0.5529,426.88,32060141798400.0,0.187
900,23.0,108.34,0.964923,0.994435,0.5903,0.5878,0.6134,0.5895,0.5605,479.84,39598467148800.0,0.21
1000,25.0,90.06,0.906485,0.995157,0.5916,0.5929,0.6119,0.5958,0.5709,533.74,47957551027200.0,0.225
1100,27.0,109.84,0.904589,0.993857,0.5941,0.5938,0.6113,0.5976,0.5725,589.16,57093271718400.0,0.242
1200,30.0,93.47,0.766454,0.994554,0.593,0.5938,0.6078,0.6003,0.5733,646.77,67042424736000.0,0.259
1300,32.0,87.91,0.880545,0.995286,0.5943,0.5929,0.6057,0.5985,0.5746,707.26,77851431936000.0,0.28
1400,34.0,96.56,1.106689,0.992639,0.5937,0.5917,0.6052,0.5965,0.5735,771.12,89491729651200.0,0.296
1500,37.0,91.09,0.822951,0.991364,0.5978,0.5932,0.6046,0.5994,0.5757,838.43,101974074854400.0,0.32
1600,39.0,97.44,0.967272,0.989782,0.597,0.5954,0.6063,0.6023,0.5774,909.72,115348120588800.0,0.337
1700,41.0,110.84,0.874184,0.989145,0.596,0.5967,0.6064,0.6026,0.581,985.6,129554861529600.0,0.35
1800,44.19,105.94,1.044471,0.987709,0.5963,0.5985,0.6078,0.6054,0.5825,1065.37,144610981344000.0,0.375
1900,52.47,96.34,0.752724,0.98898,0.599,0.5974,0.5995,0.6099,0.5828,1161.82,163238627808000.0,0.506
2000,50.69,86.19,1.137831,0.987025,0.6007,0.5968,0.5993,0.6091,0.5819,1258.66,181899104198400.0,0.506
2100,53.06,95.47,0.856257,0.986711,0.6011,0.5963,0.6005,0.608,0.5805,1354.61,200525619513600.0,0.506
2200,52.0,86.69,1.128168,0.986273,0.6024,0.5947,0.5998,0.6061,0.5781,1450.39,219108260736000.0,0.506
2300,51.97,105.22,0.921626,0.985927,0.6022,0.5956,0.6036,0.6077,0.5756,1546.19,237749973120000.0,0.51
2400,51.22,98.66,0.942194,0.984883,0.6029,0.5978,0.6098,0.6084,0.5753,1641.62,256318207833600.0,0.51
2500,50.41,101.38,0.883755,0.982918,0.6035,0.5985,0.6083,0.6103,0.5769,1736.84,274899103430400.0,0.51
