step,toy_roc_auc
100,0.9590
200,0.8333
300,0.9061
400,0.9471
500,0.9563
600,0.9405
700,0.9312
800,0.9630
900,0.9630
1000,0.9630
1100,0.9643
1200,0.9669
1300,0.9696
1400,0.9696
1500,0.9696
1600,0.9696
1700,0.9709
1800,0.9709
1900,0.9709
2000,0.9709
2100,0.9735
2200,0.9775
2300,0.9802
2400,0.9841
2500,0.9881
