step,toy_roc_auc
100,0.1495
200,0.2183
300,0.3981
400,0.5926
500,0.2500
600,0.3267
700,0.4749
800,0.4497
900,0.7090
1000,0.8333
1100,0.8122
1200,0.8717
1300,0.8862
1400,0.8955
1500,0.9616
1600,0.9590
1700,0.9722
1800,0.9683
1900,0.9788
2000,0.9894
2100,0.9828
2200,0.9841
2300,0.9868
2400,0.9854
2500,0.9907
