epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.672,4.672,0.689923,1.889
2,4.410,9.081,0.506665,1.852
3,4.649,13.730,0.507484,1.916
4,4.461,18.191,0.492408,1.937
5,4.561,22.752,0.485162,1.817
6,4.584,27.337,0.524551,1.953
7,4.415,31.752,0.490158,1.836
8,4.295,36.047,0.509160,1.818
9,4.721,40.768,0.513355,1.800
10,4.466,45.233,0.534761,1.859
11,4.796,50.030,0.485699,1.882
12,4.544,54.574,0.499953,1.862
13,4.955,59.529,0.481561,1.968
14,4.810,64.339,0.505283,1.953
15,4.795,69.134,0.503743,1.691
16,4.517,73.651,0.551532,1.949
17,4.239,77.891,0.509486,1.899
18,4.753,82.643,1.034850,1.963
19,4.379,87.023,1.003433,1.746
20,4.815,91.837,0.952613,1.819
21,4.529,96.367,0.846466,1.795
22,4.644,101.011,0.755557,1.763
23,4.871,105.882,0.789490,1.897
24,4.207,110.089,0.887970,1.850
25,4.512,114.601,0.776698,1.915
26,4.758,119.358,0.805801,1.832
27,4.848,124.207,0.808622,1.780
28,4.272,128.479,0.749053,1.944
29,4.461,132.940,0.814136,1.901
30,4.799,137.739,0.698474,1.800
31,4.508,142.247,0.742929,1.959
32,4.816,147.063,0.792880,1.888
33,5.353,152.416,0.770367,1.822
34,5.013,157.429,0.728839,1.852
35,4.599,162.028,0.746808,1.965
36,4.970,166.998,1.231708,1.908
37,5.398,172.396,1.053801,1.839
38,4.691,177.087,1.075327,1.875
39,4.789,181.876,0.972856,1.879
40,4.791,186.667,1.130788,1.843
41,4.648,191.315,1.012922,1.753
42,4.668,195.983,1.082399,1.991
43,4.304,200.288,0.977763,1.746
44,4.747,205.035,0.950685,1.917
45,5.012,210.047,1.084839,1.879
46,4.919,214.966,1.018363,1.985
47,4.869,219.834,0.880419,1.909
48,4.858,224.693,1.045404,1.850
49,5.755,230.448,1.091935,1.882
50,4.487,234.935,1.031941,1.826
