epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,21.041,21.041,0.558617,1.327
2,18.644,39.685,0.474967,1.317
3,19.849,59.535,0.440990,1.354
4,18.755,78.290,0.439517,1.344
5,20.529,98.818,0.437362,1.295
6,20.013,118.831,0.433566,1.254
7,19.245,138.076,0.443872,1.282
8,19.298,157.373,0.434996,1.270
9,17.341,174.715,0.421209,1.333
10,18.028,192.743,0.440768,1.354
11,15.700,208.442,0.425299,1.192
12,20.074,228.516,0.424917,1.357
13,20.358,248.874,0.437829,1.328
14,18.655,267.529,0.419022,1.319
15,19.940,287.469,0.417713,1.356
16,18.835,306.304,0.424768,1.345
17,20.674,326.978,0.425353,1.296
18,23.813,350.791,0.879960,4.392
19,33.850,384.640,0.795360,5.507
20,34.032,418.672,0.731630,4.868
21,33.973,452.646,0.718826,5.118
22,32.848,485.493,0.688479,4.487
23,30.376,515.869,0.689571,5.205
24,31.969,547.838,0.677376,4.846
25,34.993,582.831,0.669469,5.455
26,37.221,620.052,0.691404,5.118
27,32.877,652.928,0.673224,5.356
28,33.768,686.696,0.662180,4.909
29,36.555,723.251,0.683926,5.356
30,33.118,756.369,0.687103,5.381
31,32.210,788.579,0.680086,4.516
32,33.286,821.866,0.675362,5.261
33,35.563,857.428,0.649578,4.943
34,34.242,891.670,0.672288,4.772
35,31.909,923.579,0.666499,4.950
36,66.500,990.079,0.981070,15.306
37,74.900,1064.979,0.967709,16.440
38,71.910,1136.889,0.942142,16.154
39,73.355,1210.244,0.961904,16.013
40,71.620,1281.865,0.966666,15.432
41,76.178,1358.042,0.980925,16.151
42,80.052,1438.094,0.927320,15.587
43,72.618,1510.712,0.964143,15.868
44,65.190,1575.902,0.933979,15.037
45,84.327,1660.229,0.922675,14.836
46,70.167,1730.396,0.913161,15.518
47,74.304,1804.699,0.917721,14.836
48,69.632,1874.331,0.924167,15.937
49,71.103,1945.434,0.929753,16.440
50,70.131,2015.565,0.910516,16.154
