epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.250,3.250,0.712550,0.259
2,3.232,6.482,0.538328,0.262
3,2.991,9.473,0.495513,0.256
4,3.001,12.474,0.505394,0.262
5,2.988,15.463,0.515958,0.262
6,3.229,18.692,0.493961,0.262
7,2.982,21.673,0.536149,0.261
8,3.026,24.699,0.507302,0.262
9,2.997,27.697,0.525884,0.262
10,3.241,30.937,0.508980,0.261
11,2.881,33.819,0.499293,0.262
12,2.932,36.751,0.511618,0.256
13,2.993,39.744,0.497560,0.258
14,3.213,42.956,0.501674,0.254
15,2.971,45.927,0.466082,0.262
16,3.056,48.983,0.465045,0.257
17,3.056,52.040,0.441414,0.258
18,3.393,55.433,0.889660,0.696
19,3.338,58.770,0.966639,0.701
20,3.617,62.388,0.800173,0.715
21,3.685,66.072,0.847263,0.714
22,3.400,69.473,0.789177,0.695
23,3.442,72.915,0.804023,0.726
24,3.412,76.327,0.755342,0.723
25,3.918,80.245,0.771717,0.738
26,3.597,83.842,0.881808,0.678
27,3.582,87.424,0.747910,0.715
28,3.546,90.970,0.713502,0.718
29,3.782,94.751,0.800241,0.729
30,3.638,98.389,0.756586,0.704
31,3.542,101.931,0.738470,0.718
32,3.590,105.521,0.790835,0.701
33,3.480,109.001,0.774243,0.680
34,3.423,112.424,0.722942,0.698
35,3.413,115.837,0.705781,0.729
36,4.787,120.624,1.168849,1.979
37,4.640,125.264,1.143925,1.900
38,4.468,129.732,1.062354,1.852
39,4.127,133.858,1.123236,1.906
40,4.781,138.639,1.070828,1.944
41,4.584,143.223,0.945907,1.886
42,4.935,148.158,1.041050,1.861
43,4.989,153.147,0.987232,1.868
44,4.606,157.753,1.052448,1.960
45,5.004,162.757,1.043114,1.896
46,4.786,167.543,0.922211,1.890
47,4.998,172.540,0.983328,1.816
48,4.579,177.119,0.996595,1.977
49,4.695,181.814,1.046867,1.882
50,5.327,187.141,1.013666,1.859
