step,toy_roc_auc
100,0.9577
200,0.9762
300,0.9947
400,0.9815
500,0.9974
600,0.9894
700,0.9960
800,0.9841
900,0.9907
1000,0.9643
1100,0.9854
1200,0.9987
1300,0.9868
1400,0.9802
1500,0.9881
1600,0.9987
1700,0.9841
1800,0.9841
1900,0.9974
2000,0.9934
2100,0.9907
2200,0.9722
2300,0.8347
2400,0.8333
2500,0.8214
