step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,43.034,43.034,0.545779,0.562
200,38.170,81.203,0.521971,0.566
300,38.489,119.692,0.530386,0.560
400,39.624,159.316,0.520874,0.566
500,34.796,194.113,0.522426,0.562
600,43.326,237.439,0.518511,0.563
700,39.190,276.629,0.517047,0.567
800,44.169,320.798,0.525437,0.561
900,45.626,366.424,0.517575,0.567
1000,37.492,403.916,0.518359,0.563
1100,41.346,445.262,0.515309,0.563
1200,37.821,483.083,0.514984,0.567
1300,42.358,525.441,0.524185,0.561
1400,44.081,569.523,0.516829,0.567
1500,37.209,606.732,0.517895,0.563
1600,40.015,646.747,0.514818,0.563
1700,38.642,685.389,0.514347,0.567
1800,40.468,725.856,0.523803,0.561
1900,41.846,767.703,0.516502,0.567
2000,35.647,803.350,0.517550,0.563
2100,46.441,849.791,0.514500,0.563
2200,42.221,892.013,0.513968,0.567
2300,45.426,937.439,0.523301,0.561
2400,46.743,984.181,0.516173,0.567
2500,37.623,1021.804,0.517054,0.563
