epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.164,3.164,0.676301,0.262
2,3.057,6.222,0.542109,0.262
3,2.950,9.171,0.501531,0.262
4,2.961,12.132,0.502807,0.258
5,3.058,15.190,1.253254,0.422
6,3.322,18.513,0.852342,0.440
7,3.169,21.682,0.762209,0.441
8,3.082,24.763,0.642703,0.436
9,3.419,28.183,0.876893,0.689
10,3.581,31.764,0.930548,0.697
11,3.378,35.142,0.837727,0.689
12,3.324,38.466,0.915179,0.713
13,3.838,42.304,0.936633,1.272
14,4.106,46.410,0.924976,1.300
15,3.806,50.216,0.917229,1.316
16,3.922,54.138,0.917034,1.271
17,4.594,58.732,1.088951,1.863
18,4.650,63.382,1.147321,1.881
19,4.694,68.075,1.008674,1.745
20,4.724,72.800,1.017544,1.828
