step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,25.78,83.91,1.067834,1.068249,0.5484,0.5229,0.5116,0.5283,0.5288,62.0,8134864992000.0,0.371
200,20.91,107.81,1.127354,1.038175,0.5612,0.5134,0.4882,0.5087,0.5433,122.78,16086381580800.0,0.371
300,21.75,105.28,0.858884,1.017748,0.5727,0.5304,0.5153,0.5196,0.5563,183.7,24028060492800.0,0.371
400,23.5,90.88,0.807528,1.009232,0.5744,0.5353,0.5283,0.5182,0.5595,244.95,31982019955200.0,0.37
500,23.72,92.72,0.842263,1.006181,0.5762,0.546,0.5359,0.5493,0.5528,305.85,39993234624000.0,0.363
600,23.91,97.97,1.057455,1.001613,0.5749,0.5494,0.5452,0.5543,0.5485,367.38,48018236832000.0,0.371
700,22.72,108.41,0.757513,0.993471,0.5804,0.5693,0.5707,0.5901,0.5471,428.59,56161678060800.0,0.371
800,25.88,93.5,0.957724,0.982694,0.5901,0.5776,0.5834,0.5977,0.5517,489.66,64184918400000.0,0.371
900,21.88,107.81,1.133836,0.976844,0.5947,0.5823,0.5919,0.5982,0.5569,550.79,72257191776000.0,0.363
1000,22.44,104.28,0.933598,0.972934,0.5948,0.5829,0.5922,0.596,0.5605,612.11,80298943833600.0,0.364
1100,27.22,85.34,1.016104,0.970128,0.597,0.5866,0.5965,0.5954,0.5681,673.45,88310567347200.0,0.37
1200,24.91,96.44,0.961734,0.967013,0.5975,0.587,0.5974,0.598,0.5657,735.64,96321835929600.0,0.364
1300,22.84,85.16,0.772071,0.964832,0.5979,0.586,0.5954,0.5994,0.5633,799.04,104344375737600.0,0.371
1400,25.53,94.91,0.688719,0.963222,0.5971,0.5877,0.5896,0.6062,0.5673,860.76,112347746841600.0,0.371
1500,20.41,91.25,1.017277,0.959866,0.5985,0.5873,0.5868,0.6045,0.5707,921.68,120345815059200.0,0.371
1600,19.69,100.72,0.935688,0.956021,0.6016,0.5883,0.5891,0.6025,0.5733,982.64,128298774700800.0,0.371
1700,19.41,96.31,0.919226,0.953588,0.6031,0.5923,0.5991,0.6042,0.5735,1043.56,136260177523200.0,0.357
1800,51.28,91.31,0.932392,0.95124,0.6019,0.5967,0.6075,0.6057,0.5769,1106.32,144726642777600.0,0.487
1900,46.0,100.56,0.996776,0.949699,0.6022,0.6,0.6128,0.6077,0.5794,1192.25,160664485651200.0,0.392
2000,48.0,106.88,0.913759,0.948203,0.6033,0.6022,0.6109,0.6125,0.583,1281.69,177454192608000.0,0.408
2100,51.0,105.38,0.987858,0.946984,0.6033,0.6021,0.6086,0.6143,0.5833,1376.1,195109135430400.0,0.438
2200,53.0,93.22,0.885358,0.94569,0.602,0.6039,0.6067,0.6202,0.5848,1475.2,213683142873600.0,0.451
2300,55.0,90.62,1.015759,0.945408,0.6031,0.6019,0.6046,0.6149,0.5861,1578.0,233137642521600.0,0.469
2400,58.0,105.78,0.952607,0.944939,0.6038,0.6041,0.6079,0.6154,0.5891,1685.43,253497244204800.0,0.49
2500,60.0,91.78,0.805069,0.94506,0.6019,0.604,0.6049,0.6153,0.5919,1797.18,274781694470400.0,0.509
