step,toy_roc_auc
100,0.1607
200,0.8333
300,0.8234
400,0.7692
500,0.7176
600,0.7321
700,0.7421
800,0.6627
900,0.6984
1000,0.7421
1100,0.7163
1200,0.7440
1300,0.5000
1400,0.5000
1500,0.4524
1600,0.3810
1700,0.5000
1800,0.3571
1900,0.5000
2000,0.7566
2100,0.5000
2200,0.6111
2300,0.5000
2400,0.5000
2500,0.5714
