epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.083,4.083,1.438072,0.256
2,3.866,7.948,1.286043,0.262
3,3.964,11.912,1.194553,0.262
4,3.719,15.631,1.123172,0.256
5,3.756,19.387,1.008174,0.261
6,4.042,23.429,1.076573,0.258
7,3.868,27.296,1.158138,0.262
8,4.063,31.360,1.038439,0.737
9,4.399,35.759,1.028199,0.665
10,3.957,39.716,1.085736,0.702
11,3.834,43.550,1.109129,0.715
12,4.015,47.565,1.050982,0.706
13,4.245,51.810,1.112848,0.715
14,3.702,55.512,0.953624,0.714
15,4.522,60.033,1.025615,1.873
16,4.706,64.739,1.058928,1.901
17,4.221,68.960,1.102492,1.871
18,4.307,73.267,1.047038,1.885
19,4.659,77.927,1.106473,1.955
20,4.979,82.906,1.014720,1.953
