epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,75.521,75.521,1.140868,15.583
2,71.707,147.229,1.005908,15.861
3,67.629,214.858,0.973566,14.502
4,69.955,284.813,0.955249,15.942
5,77.823,362.636,0.974925,15.798
6,67.392,430.028,0.950893,14.639
7,73.012,503.041,0.954485,15.583
8,64.731,567.772,0.958495,14.947
9,65.531,633.302,0.950487,13.474
10,66.045,699.347,0.948555,16.009
11,79.725,779.071,0.943477,15.861
12,68.943,848.014,0.927013,13.812
13,74.411,922.425,0.951426,15.585
14,75.077,997.502,0.943107,15.863
15,70.509,1068.010,0.928876,14.504
16,69.719,1137.729,0.919743,15.943
17,79.259,1216.989,0.943549,15.799
18,68.869,1285.858,0.927722,14.640
19,72.167,1358.025,0.927276,15.585
20,65.341,1423.366,0.932571,14.948
21,66.398,1489.764,0.927513,13.475
22,64.814,1554.578,0.920562,16.011
23,81.143,1635.721,0.927925,15.863
24,71.586,1707.307,0.900563,13.814
25,72.077,1779.384,0.929875,15.585
