step,toy_roc_auc
100,0.1594
200,0.8644
300,0.2130
400,0.1448
500,0.2381
600,0.3175
700,0.2460
800,0.3684
900,0.8690
1000,0.5198
1100,0.0794
1200,0.1925
1300,0.8915
1400,0.9200
1500,0.9365
1600,0.1263
1700,0.1733
1800,0.1832
1900,0.2050
2000,0.1726
2100,0.1534
2200,0.1429
2300,0.6779
2400,0.4451
2500,0.2917
