epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.528,5.528,1.456120,1.927
2,4.708,10.236,1.039579,1.730
3,4.449,14.685,1.114681,1.798
4,4.328,19.013,1.108715,1.950
5,4.526,23.539,1.087991,1.884
6,4.716,28.256,1.040052,1.911
7,4.632,32.888,1.103139,1.948
8,4.604,37.492,1.098787,1.867
9,4.472,41.964,1.037392,1.825
10,4.774,46.739,1.108160,1.851
11,4.350,51.089,0.971689,1.729
12,4.956,56.045,1.100454,1.923
13,4.774,60.819,1.052661,1.759
14,4.395,65.214,1.014066,1.798
15,4.731,69.945,1.059235,1.913
16,4.722,74.667,1.100768,1.821
17,4.589,79.256,1.035879,1.951
18,4.696,83.952,1.177440,1.703
19,4.759,88.711,0.921394,1.786
20,4.519,93.230,1.030030,1.839
