step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,44.497,44.497,0.528853,0.051
200,42.714,87.211,0.482648,0.102
300,42.522,129.734,0.454197,0.102
400,42.404,172.137,0.443305,0.102
500,44.520,216.657,0.450252,0.052
600,42.759,259.416,0.450756,0.103
700,42.624,302.041,0.449422,0.103
800,42.481,344.522,0.445532,0.103
900,42.666,387.188,0.444169,0.051
1000,42.362,429.550,0.448754,0.104
1100,41.997,471.548,0.443834,0.104
1200,41.994,513.542,0.434197,0.104
1300,43.322,556.864,0.468014,0.052
1400,42.728,599.592,0.465110,0.103
1500,42.596,642.188,0.453973,0.103
1600,42.625,684.813,0.459715,0.103
1700,43.034,727.847,0.458339,0.051
1800,42.975,770.821,0.453060,0.104
1900,42.453,813.274,0.452836,0.104
2000,42.410,855.684,0.451917,0.104
2100,43.994,899.678,0.460051,0.052
2200,42.210,941.888,0.458957,0.103
2300,42.049,983.936,0.456994,0.103
2400,42.041,1025.977,0.453335,0.103
2500,42.920,1068.897,0.463975,0.052
2600,42.365,1111.262,0.462915,0.103
2700,42.192,1153.454,0.461661,0.103
2800,42.175,1195.629,0.458261,0.103
2900,42.621,1238.250,0.459130,0.051
3000,42.347,1280.596,0.455244,0.104
3100,42.367,1322.963,0.453957,0.104
3200,41.990,1364.952,0.452932,0.104
3300,58.524,1423.476,0.447173,0.051
3400,56.570,1480.046,0.443860,0.104
3500,59.233,1539.279,0.449333,0.104
3600,60.748,1600.027,0.446344,0.104
3700,42.779,1642.806,0.441231,0.052
3800,42.481,1685.287,0.451123,0.103
3900,42.337,1727.624,0.447537,0.103
4000,42.335,1769.960,0.450197,0.103
4100,43.266,1813.226,0.443485,0.052
4200,42.837,1856.063,0.442849,0.103
4300,42.690,1898.752,0.441625,0.103
4400,42.677,1941.430,0.445507,0.103
4500,43.269,1984.699,0.461393,0.052
4600,42.977,2027.675,0.459101,0.103
4700,42.965,2070.640,0.462667,0.103
4800,42.919,2113.560,0.460084,0.103
4900,42.621,2156.181,0.456961,0.051
5000,42.347,2198.528,0.460166,0.104
5100,42.274,2240.802,0.453742,0.104
5200,42.035,2282.837,0.468200,0.104
5300,42.659,2325.496,0.459695,0.051
5400,42.337,2367.833,0.453745,0.104
5500,42.129,2409.961,0.461690,0.104
5600,42.142,2452.103,0.458145,0.104
5700,42.655,2494.758,0.462273,0.052
5800,42.198,2536.956,0.466656,0.103
5900,42.086,2579.042,0.463567,0.103
6000,41.875,2620.917,0.463825,0.103
6100,42.731,2663.648,0.465039,0.052
6200,42.155,2705.803,0.463198,0.103
6300,42.057,2747.860,0.469560,0.103
6400,42.103,2789.963,0.464038,0.103
6500,44.364,2834.327,0.461220,0.052
6600,42.099,2876.425,0.462039,0.103
6700,41.987,2918.413,0.470596,0.103
6800,42.332,2960.745,0.462195,0.103
6900,43.083,3003.828,0.454865,0.052
7000,42.602,3046.430,0.451205,0.103
7100,42.260,3088.690,0.452519,0.103
7200,42.440,3131.130,0.453497,0.103
7300,43.636,3174.766,0.458673,0.052
7400,43.259,3218.024,0.450613,0.103
7500,43.005,3261.029,0.453299,0.103
7600,42.954,3303.983,0.451277,0.103
7700,43.589,3347.572,0.468085,0.052
7800,43.306,3390.879,0.461421,0.103
7900,43.203,3434.081,0.464838,0.103
8000,43.187,3477.268,0.465949,0.103
8100,43.059,3520.327,0.462064,0.052
8200,42.464,3562.791,0.462174,0.103
8300,42.335,3605.126,0.461340,0.103
8400,42.830,3647.956,0.467678,0.103
8500,43.198,3691.154,0.458986,0.052
8600,43.439,3734.593,0.464066,0.103
8700,42.781,3777.374,0.457261,0.103
8800,42.495,3819.870,0.462397,0.103
8900,54.546,3874.416,0.472366,0.052
9000,53.807,3928.223,0.468458,0.103
9100,50.784,3979.007,0.463590,0.103
9200,50.713,4029.720,0.471350,0.103
9300,43.206,4072.926,0.466957,0.052
9400,42.935,4115.861,0.464305,0.103
9500,42.528,4158.389,0.470399,0.103
9600,42.527,4200.916,0.465266,0.103
9700,42.953,4243.869,0.465908,0.051
9800,42.597,4286.466,0.467226,0.104
9900,43.003,4329.469,0.462567,0.104
10000,42.661,4372.130,0.466948,0.104
