epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.818,4.818,1.395046,1.978
2,5.014,9.832,1.060267,1.800
3,5.036,14.867,1.231953,1.870
4,4.842,19.710,1.031858,1.904
5,4.683,24.393,1.135632,1.873
6,4.905,29.298,1.017108,1.840
7,5.196,34.494,0.987984,1.971
8,4.937,39.431,1.008271,1.918
9,4.634,44.065,1.103632,1.835
10,4.844,48.909,1.011834,1.930
11,4.688,53.596,0.981631,1.836
12,5.368,58.965,1.096183,1.901
13,6.153,65.118,0.984310,1.891
14,4.705,69.823,1.048512,1.740
15,4.559,74.382,0.967319,1.901
16,5.076,79.458,1.058820,1.971
17,5.061,84.519,1.068997,1.838
18,4.930,89.449,0.959465,1.882
19,5.346,94.794,0.908173,1.918
20,4.552,99.346,1.016478,1.842
21,4.699,104.045,1.071700,1.947
22,4.417,108.461,0.868556,1.930
23,5.098,113.559,0.976324,1.847
24,4.939,118.498,1.096545,1.890
25,5.203,123.701,1.035994,1.801
26,5.120,128.821,1.051834,1.918
27,4.766,133.587,0.934577,1.803
28,4.598,138.185,0.964484,1.843
29,4.992,143.178,0.920150,1.929
30,4.551,147.728,1.047135,1.947
31,4.985,152.714,0.963748,1.907
32,4.830,157.544,1.055409,1.864
33,4.874,162.418,1.065188,1.807
34,4.727,167.145,0.994536,1.881
35,4.637,171.782,1.061833,1.919
36,5.079,176.860,0.996337,1.841
37,4.854,181.714,0.972087,1.868
38,4.771,186.485,1.005781,1.818
39,4.854,191.340,0.932014,1.901
40,4.714,196.054,1.012638,1.962
41,4.124,200.178,0.872317,1.677
42,5.125,205.303,1.027635,1.837
43,4.675,209.978,0.990105,1.921
44,4.474,214.452,0.936735,1.886
45,5.091,219.544,1.036304,1.909
46,4.913,224.457,0.945381,1.980
47,4.726,229.183,0.931367,1.813
48,5.045,234.228,0.962041,1.946
49,5.038,239.267,1.112646,1.805
50,4.770,244.036,0.934962,1.820
