step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,71.397,71.397,0.519545,1.669
200,56.502,127.898,0.505224,1.654
300,61.910,189.808,0.499573,1.662
400,66.797,256.605,0.500393,1.669
500,68.980,325.585,0.489175,1.677
600,63.315,388.900,0.490672,1.670
700,51.335,440.236,0.495384,1.655
800,61.312,501.547,0.491391,1.663
900,67.449,568.997,0.493825,1.670
1000,66.038,635.035,0.485453,1.678
1100,62.467,697.502,0.486812,1.670
1200,61.868,759.370,0.491864,1.655
1300,69.292,828.662,0.488719,1.663
1400,74.949,903.611,0.492044,1.670
1500,74.126,977.737,0.484029,1.678
1600,72.020,1049.757,0.485569,1.670
1700,65.350,1115.107,0.490658,1.655
1800,73.093,1188.200,0.487192,1.663
1900,74.934,1263.135,0.490312,1.670
2000,73.874,1337.008,0.481636,1.678
2100,67.527,1404.535,0.481255,1.670
2200,52.905,1457.440,0.482774,1.655
2300,59.362,1516.802,0.479053,1.663
2400,68.754,1585.556,0.481604,1.670
2500,71.614,1657.170,0.473605,1.678
