epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,20.423,20.423,0.558617,1.327
2,18.551,38.973,0.474967,1.317
3,19.953,58.926,0.440990,1.354
4,18.899,77.825,0.439517,1.344
5,20.728,98.554,0.437362,1.295
6,20.143,118.697,0.433566,1.254
7,19.443,138.140,0.443872,1.282
8,19.358,157.498,0.434996,1.270
9,21.302,178.800,0.597876,3.989
10,34.465,213.264,0.736731,4.816
11,29.132,242.397,0.708765,4.841
12,31.886,274.283,0.694115,5.236
13,33.468,307.751,0.675353,5.455
14,34.842,342.593,0.692891,5.118
15,32.442,375.035,0.669714,5.356
16,33.300,408.335,0.655946,4.909
17,35.977,444.312,0.677947,5.356
18,53.554,497.866,0.878242,15.376
19,68.760,566.625,0.962672,14.323
20,68.994,635.619,0.936217,15.110
21,57.973,693.592,0.944135,14.927
22,66.221,759.813,0.952153,16.080
23,78.537,838.350,0.940464,14.307
24,69.076,907.426,0.947338,15.936
25,73.232,980.658,0.932003,16.440
