epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.787,3.787,0.618721,0.257
2,3.164,6.951,0.496656,0.261
3,2.914,9.865,0.503729,0.261
4,2.980,12.845,0.515053,0.261
5,3.030,15.874,0.519268,0.262
6,3.175,19.050,0.506046,0.262
7,2.913,21.963,0.506774,0.262
8,2.988,24.951,0.520665,0.261
9,2.984,27.934,0.509903,0.262
10,3.238,31.172,0.508907,0.262
11,3.038,34.210,0.453643,0.261
12,2.961,37.170,0.450241,0.261
13,2.980,40.150,0.484395,0.262
14,3.142,43.293,0.497814,0.262
15,3.050,46.343,0.468352,0.261
16,2.926,49.269,0.485527,0.262
17,2.946,52.215,0.451519,0.262
18,3.529,55.744,0.923090,0.732
19,3.369,59.113,0.914797,0.723
20,3.470,62.583,0.909076,0.735
21,3.677,66.260,0.850390,0.699
22,3.402,69.662,0.816518,0.741
23,3.370,73.032,0.775294,0.696
24,3.506,76.538,0.821687,0.707
25,3.637,80.175,0.801025,0.719
26,3.463,83.638,0.732772,0.683
27,3.428,87.066,0.763298,0.721
28,3.498,90.563,0.670385,0.702
29,3.609,94.172,0.788527,0.689
30,3.492,97.664,0.752142,0.734
31,3.448,101.113,0.718095,0.722
32,3.615,104.727,0.641244,0.698
33,3.469,108.196,0.714155,0.692
34,3.409,111.604,0.701723,0.739
35,3.410,115.014,0.729891,0.733
36,4.698,119.712,1.223271,1.830
37,4.648,124.360,1.141018,1.706
38,5.402,129.762,1.025042,1.854
39,4.505,134.267,1.010527,1.941
40,4.832,139.099,1.102485,1.830
41,4.710,143.809,1.170773,1.762
42,4.378,148.187,0.919321,1.848
43,4.958,153.145,1.129305,1.873
44,4.700,157.845,0.945558,1.905
45,4.469,162.314,0.995656,1.915
46,4.641,166.955,1.032804,1.868
47,4.624,171.579,0.998782,1.833
48,4.746,176.325,1.085804,1.906
49,4.577,180.902,0.989360,1.815
50,4.922,185.824,1.015222,1.843
