step,toy_roc_auc
100,0.1548
200,0.0754
300,0.2540
400,0.3968
500,0.2083
600,0.1323
700,0.1144
800,0.1224
900,0.1052
1000,0.1184
1100,0.0906
1200,0.0800
1300,0.3161
1400,0.2626
1500,0.2652
1600,0.4960
1700,0.7269
1800,0.6726
1900,0.5000
2000,0.5000
2100,0.6356
2200,0.5476
2300,0.6905
2400,0.5238
2500,0.5000
